"X","Y","OBJECTID","FolderRSN","Permit_","InDate","FolderType","FolderDesc","FolderGroupDesc","SubDesc","FolderDescription","FolderCondition","IssueDate","valuation","PropertyRSN","PropX","PropY","Address","GlobalID"
3191260.26885563,1686037.24386348,475134929,1355578,NA,"2019/03/19 09:46:33+00","CT","Counter Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | DECK REPLACEMENTS FROM MASTER PLAN - INCLUDES SINGLE DECK AND DOUBLE DECK DESIGNS 
","UNIT 91  ***FEES PAID ON RSN 1355519***","2019/03/28 14:23:26+00","12843",30221,3191260.26885563,1686037.24386348,"91 S SABLE BLVD ","{6FA01B35-8298-441C-997E-DE34F692D97B}"
3191254.01197839,1686115.23320881,475134930,1355580,NA,"2019/03/19 09:50:49+00","CT","Counter Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | DECK REPLACEMENTS FROM MASTER PLAN - INCLUDES SINGLE DECK AND DOUBLE DECK DESIGNS 
","UNIT 73  ***FEES PAID ON RSN 1355519***","2019/03/28 14:18:23+00","8562.",30152,3191254.01197839,1686115.23320881,"73 S SABLE BLVD ","{C82461D9-4325-45E6-8131-367A1635726A}"
3191263.99883506,1686233.50462581,475134932,1355587,NA,"2019/03/19 09:57:36+00","CT","Counter Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | DECK REPLACEMENTS FROM MASTER PLAN - INCLUDES SINGLE DECK AND DOUBLE DECK DESIGNS 
","UNIT 71  ***FEES PAID ON RSN 1355519***","2019/03/28 14:17:20+00","8562",30098,3191263.99883506,1686233.50462581,"71 S SABLE BLVD ","{32BF1D72-874E-401B-860D-9A2F5B831EAB}"
3191179.8602238,1686226.4754404,475134934,1355591,NA,"2019/03/19 10:01:31+00","CT","Counter Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | DECK REPLACEMENTS FROM MASTER PLAN - INCLUDES SINGLE DECK AND DOUBLE DECK DESIGNS 
","UNIT 81 ***FEES PAID ON RSN 1355519***","2019/03/28 13:35:42+00","8562.",30099,3191179.8602238,1686226.4754404,"81 S SABLE BLVD ","{AB0FA970-A55F-4456-9603-7D4797B7691B}"
3191385.72070447,1686050.76220915,475134936,1355594,NA,"2019/03/19 10:04:50+00","CT","Counter Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | DECK REPLACEMENTS FROM MASTER PLAN - INCLUDES SINGLE DECK AND DOUBLE DECK DESIGNS 
","UNIT 93  ***FEES PAID ON RSN 1355519***","2019/03/28 14:14:23+00","8562.",30219,3191385.72070447,1686050.76220915,"93 S SABLE BLVD ","{0C3CBA3F-0309-431B-9003-656DA0DF70D5}"
3201476.36390898,1662014.39689614,475134967,1355665,NA,"2019/03/19 12:57:56+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","Cimarron Elementary School - DFPC form 4070 - Interior renovation of the media center and two adjacent rooms,
classroom 41 and the lobby. (Rooms 111, 112, 118, 41).","***NOT A PERMIT, NO FEE - STATE DOING REVIEW AND PERMITTING, FILLING OUT DFPC FORM 4070***","","108142",74756,3201476.36390898,1662014.39689614,"17373 E LEHIGH PL ","{1459B317-560C-438C-B0B8-DA7867EDFE6F}"
3197774.27255988,1655772.1800499,475135028,1355776,NA,"2019/03/19 15:39:25+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","Independence Elementary School - DFPC form4070 - interior renovation of the media center and adjacent offices, the
STEM classroom and the admin suite. (Rooms 54, 54A, 54B, 55, 71E, 71D, 71A, 72, 72A, 73).","***NOT A PERMIT, NO FEE - STATE DOING REVIEW AND PERMITTING, FILLING OUT DFPC FORM 4070***","","235273",85166,3197774.27255988,1655772.1800499,"4700 S MEMPHIS ST ","{95D5337B-3576-4E72-8691-0BD23525388B}"
3203821.65318164,1658860.81593297,475135108,1355997,NA,"2019/03/20 13:43:32+00","OB","Online Building Folder","Building","Commercial Miscellaneous","Summit Elementary - DFPC Form 4070 - Get updated Scope.","*** LT-Comm Misc***
*** Stamped Plans Included with Permit ***
*** NOTE: NOT A PERMIT, NO FEE -STATE DOING REVIEW AND PERMITTING, FILLING OUT DFPC FORM 4070. (Per Mike Dean) ***","","294962",80899,3203821.65318164,1658860.81593297,"18201 E QUINCY AVE ","{52A7CACD-2CC5-4440-A36D-B0C888500737}"
3205130.94190164,1660035.74206081,475135114,1356022,NA,"2019/03/20 14:19:30+00","OB","Online Building Folder","Building","Commercial Miscellaneous","Horizon Community Middle School - DFPC Form 4070 - Get Updated Scope","*** LT-Comm Misc***
*** Stamped Plans Included with Permit ***
*** NOTE: NOT A PERMIT, NO FEE -STATE DOING REVIEW AND PERMITTING, FILLING OUT DFPC FORM 4070. (Per Mike Dean) ***","","512893",78487,3205130.94190164,1660035.74206081,"3981 S RESERVOIR RD ","{64025AA0-6529-4119-BA93-0B80E4D6F908}"
3206665.57629955,1667603.69969389,475135117,1356031,NA,"2019/03/20 14:45:03+00","OB","Online Building Folder","Building","Commercial Miscellaneous","Arrowhead Elementary School - DFPC form 4070 - renovation of the library and adjacent classrooms.","*** LT-Comm Misc***
*** Stamped Plans Included with Permit ***
*** NOTE: NOT A PERMIT, NO FEE -STATE DOING REVIEW AND PERMITTING, FILLING OUT DFPC FORM 4070. (Per Mike Dean) ***","","337000",65998,3206665.57629955,1667603.69969389,"19100 E BATES AVE ","{FC56EC64-E68D-4C49-AEE9-63DE3BA54F54}"
3179180.76906456,1695576.28646514,475135195,1356234,NA,"2019/03/21 12:23:03+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | Refrigerated Display Cases
","","2019/03/28 11:38:15+00","54252",15652,3179180.76906456,1695576.28646514,"10777 E COLFAX AVE ","{65D60640-932F-472E-9582-B2435B014B06}"
3221863.02851614,1638087.60157397,475135222,1356289,NA,"2019/03/21 14:23:41+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | CITY PROJECT Red-tailed Hawk Park - Structural Art - 11'-6"" AND 13'-6"" TREE CANOPIES AT VARIOUS LOCATIONS IN THE PARK. ","***NEEDS GC*** TREE CANOPIES AT COA RED TAILED HAWK PARK - ***LT, COMMERCIAL MISCELLANEOUS***","","100000",138645,3221863.02851614,1638087.60157397,"23701 E HINSDALE WAY ","{7DD41887-2448-4E77-A162-43E4FCE62081}"
3178530.53972197,1686346.88760114,475135401,1356792,NA,"2019/03/25 11:10:07+00","CT","Counter Permit","Building","Commercial Miscellaneous","INSTALL 2 WALLS WITH 2 DOORS, ADDING NEW ELECTRICAL RECEPTICALS TO EXISTING BREAKERS ","**UNIT 112****CT WITH PLANS**","2019/03/25 11:35:19+00","4500",30032,3178530.53972197,1686346.88760114,"10 S HAVANA ST ","{89611B51-D1C6-45F3-8432-1BE252B6F948}"
3183011.62229522,1679097.37388498,475135410,1356820,NA,"2019/03/25 11:52:54+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | New Counter Permit for Master Permit VER-2 CONVERTING CLOSET INTO WASHER/DRYER ENCLOSURE AND ADD PANEL 100 AMP","UNIT 19A","","750",39323,3183011.62229522,1679097.37388498,"11919 E KANSAS DR ","{0820DEE9-A397-4E33-B5F0-9413C6773F49}"
3183091.79930022,1678988.45776422,475135420,1356865,NA,"2019/03/25 12:59:50+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | New Counter Permit for Master Permit VER-2 | CONVERTING CLOSET INTO WASHER/DRYER ENCLOSURE AND ADD PANEL 100 AMP","UNIT 59A","","750",39477,3183091.79930022,1678988.45776422,"11959 E KANSAS DR ","{F0953906-E524-420F-A661-444EA3315BF8}"
3183091.79930022,1678988.45776422,475135422,1356867,NA,"2019/03/25 13:01:11+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | New Counter Permit for Master Permit VER-2 | CONVERTING CLOSET INTO WASHER/DRYER ENCLOSURE AND ADD PANEL 100 AMP","UNIT 59E","","750",39477,3183091.79930022,1678988.45776422,"11959 E KANSAS DR ","{2D3E78E8-9A2F-4241-9A43-ED44DD72601A}"
3183011.62229522,1679097.37388498,475135424,1356871,NA,"2019/03/25 13:02:37+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | New Counter Permit for Master Permit VER-2 | CONVERTING CLOSET INTO WASHER/DRYER ENCLOSURE AND ADD PANEL 100 AMP","UNIT 19E","","750",39323,3183011.62229522,1679097.37388498,"11919 E KANSAS DR ","{C88A2653-B548-4894-AD66-70E9AB6A3328}"
3183461.19849581,1678654.63625339,475135425,1356872,NA,"2019/03/25 13:03:53+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | New Counter Permit for Master Permit VER-2 | CONVERTING CLOSET INTO WASHER/DRYER ENCLOSURE AND ADD PANEL 100 AMP","UNIT 68C","","750",40158,3183461.19849581,1678654.63625339,"12068 E KANSAS DR ","{8D53075F-7850-47A4-8818-34752D7D306F}"
3183091.79930022,1678988.45776422,475135437,1356906,NA,"2019/03/25 13:56:38+00","CT","Counter Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | New Counter Permit for Master Permit VER-2 | CONVERTING CLOSET INTO WASHER/DRYER ENCLOSURE AND ADD PANEL 100 AMP","UNIT 59A","2019/04/04 15:03:19+00","750",39477,3183091.79930022,1678988.45776422,"11959 E KANSAS DR ","{879D8CBC-B8F2-43F5-9F96-44C754648FE7}"
3183091.79930022,1678988.45776422,475135439,1356908,NA,"2019/03/25 13:58:42+00","CT","Counter Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | New Counter Permit for Master Permit VER-2 | CONVERTING CLOSET INTO WASHER/DRYER ENCLOSURE AND ADD PANEL 100 AMP","UNIT 59E","2019/04/04 15:13:42+00","750",39477,3183091.79930022,1678988.45776422,"11959 E KANSAS DR ","{8ADCE866-1765-494B-B748-CA602A31920D}"
3183011.62229522,1679097.37388498,475135440,1356909,NA,"2019/03/25 14:00:35+00","CT","Counter Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | New Counter Permit for Master Permit VER-2 | CONVERTING CLOSET INTO WASHER/DRYER ENCLOSURE AND ADD PANEL 100 AMP","UNIT 19E","2019/04/04 15:05:22+00","750",39323,3183011.62229522,1679097.37388498,"11919 E KANSAS DR ","{31A48DF8-B035-481C-B9C8-73DF9B5D33B6}"
3183461.19849581,1678654.63625339,475135441,1356910,NA,"2019/03/25 14:02:16+00","CT","Counter Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | New Counter Permit for Master Permit VER-2 | CONVERTING CLOSET INTO WASHER/DRYER ENCLOSURE AND ADD PANEL 100 AMP","UNIT 68C","2019/04/23 13:59:03+00","750",40158,3183461.19849581,1678654.63625339,"12068 E KANSAS DR ","{1E55C365-EEA1-48FD-8521-72AC45C42976}"
3183011.62229522,1679097.37388498,475135448,1356922,NA,"2019/03/25 14:19:51+00","CT","Counter Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | New Counter Permit for Master Permit VER-2 CONVERTING CLOSET INTO WASHER/DRYER ENCLOSURE AND ADD PANEL 100 AMP","UNIT 19A","2019/04/04 15:14:45+00","750",39323,3183011.62229522,1679097.37388498,"11919 E KANSAS DR ","{733751BC-7883-41B1-B9A8-DFBA763F408A}"
3199832.83012256,1689188.76610373,475135514,1357167,NA,"2019/03/26 14:01:23+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | TENANT IMPROVEMENT Compressor Shed 
FOLDER TYPE: LT / SUBTYPE: COMM. MISC. (ROUTE TO PLANNING)","ATTN CRAIG FOR THIS REVIEW","","29697",27296,3199832.83012256,1689188.76610373,"500 N AIRPORT BLVD A","{30D927B9-B2F8-48FF-8E7B-D59ED6C31633}"
3210712.26210381,1704751.57749772,475135541,1357270,NA,"2019/03/27 08:22:43+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | RK Mechanical - Enlarge (2) South Dock Doors
","UNIT A","2019/04/02 09:17:15+00","50000",4566,3210712.26210381,1704751.57749772,"20101 E 36TH DR ","{16D25CE4-FB8B-4CC0-8BEB-A8169B0C56DC}"
3221863.02851614,1638087.60157397,475135551,1357333,NA,"2019/03/27 09:06:11+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | CITY PROJECT Red-tailed Hawk Park - Structural Art - 11'-6"" AND 13'-6"" TREE CANOPIES AT VARIOUS LOCATIONS IN THE PARK. ","TREE CANOPIES AT COA  RED TAILED HAWK PARK ","","100000",138645,3221863.02851614,1638087.60157397,"23701 E HINSDALE WAY ","{113942E7-B2FB-470F-8CB2-C51DF54EFB3B}"
3205093.02268614,1663382.30492148,475135560,1357355,NA,"2019/03/27 09:43:59+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | CIRCLE K #4052 COOLER REMODEL
ADDING NEW BEER CAVE/FREEZER, REMODEL EXISTING COOLER & ADD NEW SELF CONTAINED REACH-IN. ADD NEW BULK CO2 STORAGE CABINET
","","2019/04/19 14:31:58+00","45000",72379,3205093.02268614,1663382.30492148,"3504 S TOWER RD ","{C2C1C899-E258-43A9-9981-AEB130C0ABDC}"
3214821.52225797,1636559.69518098,475135669,1357661,NA,"2019/03/28 09:18:23+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | LIBERTY MIDDLE SCHOOL-DFPC FORM 4070-Innovation Remodel 
","LT/COMMERCIAL MISC - ATTN TED***NOT A PERMIT, NO FEE - STATE DOING REVIEW AND PERMITTING, FILLING OUT DFPC FORM 4070***","","350000",97246,3214821.52225797,1636559.69518098,"21500 E DRY CREEK RD ","{948AABA9-5DA5-49F9-A5CE-96158E7143CA}"
3199832.83012256,1689188.76610373,475135673,1357667,NA,"2019/03/28 09:38:45+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | Compressor Shed 
","Changed to initial from expired per Mark T.","2019/05/02 09:37:41+00","29697",27296,3199832.83012256,1689188.76610373,"500 N AIRPORT BLVD A","{1E3B3723-03B0-4FBF-8961-E79B8F9EA601}"
3178398.85822681,1699420.42182148,475135710,1357819,NA,"2019/03/28 14:47:39+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","MOORHEAD PARK SHADE STRUCTURE ON CONCRETE PAD","MOORHEAD PARK","2019/04/15 12:10:25+00","25000",6667,3178398.85822681,1699420.42182148,"2390 N HAVANA ST ","{167488CC-3BE9-4EB4-88E9-329322B5857B}"
3175607.90547539,1694773.23032847,475135874,1358451,NA,"2019/04/01 13:50:41+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | Tacos Uruapan OUTSIDE PATIO SEATING 750 SF","***NEEDS GC***ATTN: KIRK***LT, COMMERCIAL MISCELLANEOUS***
VERIFY ADEQUATE PLUMBING FIXTURE COUNT WITH ADDED OCC LOAD","","300.00",16816,3175607.90547539,1694773.23032847,"1465 N DAYTON ST ","{2603F853-EB43-4A06-A9BA-F672BB611934}"
3196267.71159664,1653343.30925147,475135921,1358590,NA,"2019/04/01 21:05:11+00","OB","Online Building Folder","Building","Commercial Miscellaneous","Laredo Middle School - DFPC form 4070 - Kitchen Renovation","****NOT A PERMIT, NO FEE-STATE DOING REVIEW AND PERMTTING, FILLING OUT DFPC FORM 4070***
***NEEDS GC***
*** LT-Comm Misc***
*** Stamped Plans Included with Permit ***
*** NOTE: NO FEE - State doing review and permitting.  Filling out DFPC Form 4070. (Per Mike Dean) ***","","456757",88371,3196267.71159664,1653343.30925147,"5000 S LAREDO ST ","{93580451-B7D6-43DD-A719-115E4430CE17}"
3185519.76819755,1673673.41918173,475135922,1358591,NA,"2019/04/01 21:13:34+00","OB","Online Building Folder","Building","Commercial Miscellaneous","Prairie Middle School - DFPC form 4070 - Kitchen Remodel","****NOT A PERMIT, NO FEE-STATE DOING REVIEW AND PERMTTING, FILLING OUT DFPC FORM 4070*****
 LT-Comm Misc***
*** Stamped Plans Included with Permit ***
*** NOTE: NO FEE - State doing review and permitting.  Filling out DFPC Form 4070. (Per Mike Dean) ***","","408864",52131,3185519.76819755,1673673.41918173,"12600 E JEWELL AVE ","{4A74CAA5-F4D5-455E-A18B-61C1AB95E731}"
3185257.49641238,1698371.8287743,475135972,1358849,NA,"2019/04/02 11:17:41+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | Bioscience 3 Parking Garage | FOOTINGS AND FOUNDATION====LT-Commercial Miscellaneous====
Route to Engineering, Planning, Real Property, Site Access, Waste Water, Forestry and Utilities","","","9000000",203284,3185257.49641238,1698371.8287743,"12600 E 22ND AVE ","{BACA6AF3-C41E-4E97-9F1A-0CFA7BEB51E6}"
3230896.47468805,1641208.53004339,475135994,1358927,NA,"2019/04/02 13:21:47+00","OB","Online Building Folder","Building","Commercial Miscellaneous","Fox Ridge Middle School - DFPC form 4070 - Library & adjacent room remodel.","*** LT-Comm Misc***
*** Stamped Plans Included with Permit ***
*** NOTE: NO FEE - State doing review and permitting.  Filling out DFPC Form 4070. (Per Mike Dean) ***","","350000",101837,3230896.47468805,1641208.53004339,"26301 E ARAPAHOE RD ","{D96E9754-5B1E-43EE-8C33-8FF69DED049D}"
3227441.09445973,1644114.02816939,475135995,1358930,NA,"2019/04/02 13:25:52+00","OB","Online Building Folder","Building","Commercial Miscellaneous","Pine Ridge Elementary - DFPC form 4070 - Library and nearby room remodel.","*** LT-Comm Misc***
*** Stamped Plans Included with Permit ***
*** NOTE: NO FEE - State doing review and permitting.  Filling out DFPC Form 4070. (Per Mike Dean) ***","","250000",145813,3227441.09445973,1644114.02816939,"6525 S WHEATLANDS PKWY ","{CCA9AC7B-6790-46B0-A72E-E016FEF27186}"
3175607.90547539,1694773.23032847,475136062,1359219,NA,"2019/04/03 11:28:27+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | Tacos Uruapan OUTSIDE PATIO SEATING 750 SF","VERIFY ADEQUATE PLUMBING FIXTURE COUNT WITH ADDED OCC LOAD","2019/04/15 16:15:23+00","300.00",16816,3175607.90547539,1694773.23032847,"1465 N DAYTON ST ","{48E21940-B551-417E-951E-6D822E87E9CE}"
3179520.24935672,1668449.31119165,475136092,1359330,NA,"2019/04/03 14:58:21+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | Juicy Seafood | FACE REMODEL | Limited/Comm. Misc.","","","24000",63835,3179520.24935672,1668449.31119165,"2727 S PARKER RD ","{32E832BB-860E-45A6-9B73-7B7133D4AA85}"
3214821.52225797,1636559.69518098,475136197,1359683,NA,"2019/04/05 07:36:09+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","Liberty Middle School - DFPC form 4070 - Library and adjacent room remodel, relocate existing fire alarm horn strobes & tie electronic door closers into system.","*** Stamped Plans Included***
***NOT A PERMIT, NO FEE-STATE DOING REVIEW AND PERMITTING, FILLING OUT DFPC FORM 4070***","","350000",97246,3214821.52225797,1636559.69518098,"21500 E DRY CREEK RD ","{FE649508-5510-4825-8D2C-C78E2F455FF6}"
3179520.24935672,1668449.31119165,475136209,1359699,NA,"2019/04/05 08:01:33+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE |  FACE REMODEL","","2019/07/16 17:39:26+00","24000",63835,3179520.24935672,1668449.31119165,"2727 S PARKER RD ","{E5A8F837-9665-49BA-A30A-073D293B8242}"
3185257.49641238,1698371.8287743,475136475,1360586,NA,"2019/04/09 15:46:44+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | BIOSCIENCE 3 PARKING GARAGE - FOOTINGS AND FOUNDATION ONLY ","**Special inspections for concrete***","2019/04/29 16:30:19+00","9000000",203284,3185257.49641238,1698371.8287743,"12600 E 22ND AVE ","{EDDE4163-F507-4AB7-836E-BF5F61CEF3AB}"
3222331.78873347,1677068.82380822,475136498,1360682,NA,"2019/04/10 09:20:49+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | Murphy Creek HOA | CLUBHOUSE BATHROOMS REMODEL

","","2019/04/15 11:55:23+00","78000",102377,3222331.78873347,1677068.82380822,"23801 E FLORIDA AVE ","{4C00C8A2-C380-4A41-895C-D3D571456AB6}"
3230896.47468805,1641208.53004339,475136583,1360963,NA,"2019/04/11 10:53:35+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","Fox Ridge Middle School - DFPC form 4070 - Library & adjacent room remodel.","*** Stamped Plans Included with Permit ***
*** NOTE: NO FEE - State doing review and permitting.  Filling out DFPC Form 4070. (Per Mike Dean) ***","","350000",101837,3230896.47468805,1641208.53004339,"26301 E ARAPAHOE RD ","{F14A0A9A-3C0C-4744-AF8A-7885C9A6F1EC}"
NA,NA,475136603,1360998,NA,"2019/04/11 11:42:05+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | Panited Prairie Phase 1 | PARK PAVILLION

**LT-Comm Misc**this is a master plan ","","","14000.00",0,NA,NA,"","{B161F863-BB37-48E5-BDB8-F4A802D2DE37}"
3227441.09445973,1644114.02816939,475136608,1361024,NA,"2019/04/11 12:35:31+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","Pine Ridge Elementary - DFPC form 4070 - Library and nearby room remodel.","*** Stamped Plans Included with Permit ***
*** NOTE: NO FEE - State doing review and permitting.  Filling out DFPC Form 4070. (Per Mike Dean) ***","","250000",145813,3227441.09445973,1644114.02816939,"6525 S WHEATLANDS PKWY ","{BA762305-84A7-4343-9435-8F408A4530D0}"
NA,NA,475136675,1361197,NA,"2019/04/12 10:20:10+00","OB","Online Building Folder","Building","Commercial Miscellaneous","MASTER FOR SHADE STRUCTURE ","LT/COMMERCIAL MISC. - THIS IS A MASTER PLAN***PAINTED PRAIRIE***","","10000.00",0,NA,NA,"","{E46F61D2-0AA5-4385-971B-29E36214D983}"
3212307.24250963,1641420.37935723,475136724,1361352,NA,"2019/04/12 13:58:44+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","Grandview High School - DFPC Form 4070 - Chiller Replacement.","*** NOTE: NO FEE - State doing review and permitting.  Filling out DFPC Form 4070. (Per Mike Dean) ***","","450000",89683,3212307.24250963,1641420.37935723,"20500 E ARAPAHOE RD ","{8B23C777-06CF-4081-8455-C243F4F7E895}"
3183461.19849581,1678654.63625339,475136817,1361637,NA,"2019/04/15 13:09:46+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | BUILDINGONLINE |*****CONVERTING CLOSET INTO WASHER/DRYER ENCLOSURE-PANEL UPGRADE 100 AMP***** 
","UNIT 68-M","","750.00",40158,3183461.19849581,1678654.63625339,"12068 E KANSAS DR ","{F60005A6-90C0-4299-A81E-A83017AB9FBA}"
3183461.19849581,1678654.63625339,475136818,1361638,NA,"2019/04/15 13:12:38+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE |****CONVERTING CLOSET INTO WASHER/DRYER ENCLOSURE-PANEL UPGRADE 100 AMP***** 
","UNIT 68-I","","750.00",40158,3183461.19849581,1678654.63625339,"12068 E KANSAS DR ","{8A3897B8-6256-4B84-A15F-4CBB22C7F0B5}"
3183461.19849581,1678654.63625339,475136834,1361687,NA,"2019/04/15 14:23:28+00","CT","Counter Permit","Building","Commercial Miscellaneous","BUILDINGONLINE |*****CONVERTING CLOSET INTO WASHER/DRYER ENCLOSURE-PANEL UPGRADE 100 AMP***** 
","UNIT 68-M","2019/04/23 14:19:42+00","750.00",40158,3183461.19849581,1678654.63625339,"12068 E KANSAS DR ","{7F00D27A-6F18-40B9-B203-778874931D1B}"
3183461.19849581,1678654.63625339,475136838,1361696,NA,"2019/04/15 14:34:53+00","CT","Counter Permit","Building","Commercial Miscellaneous","BUILDINGONLINE |****CONVERTING CLOSET INTO WASHER/DRYER ENCLOSURE-PANEL UPGRADE 100 AMP***** 
","UNIT 68-I","2019/04/23 14:18:56+00","750.00",40158,3183461.19849581,1678654.63625339,"12068 E KANSAS DR ","{8DC7D070-84AF-4820-8BF8-8CDAE63A4171}"
NA,NA,475136987,1362139,NA,"2019/04/17 09:32:48+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","MASTER FOR SHADE STRUCTURE - SHADE SAIL","THIS IS A MASTER PLAN***PAINTED PRAIRIE***","2019/05/14 15:23:03+00","10000.00",0,NA,NA,"","{DA70DB8D-BACB-44B4-B67E-DA89F81C6114}"
NA,NA,475136990,1362150,NA,"2019/04/17 09:50:21+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | Painted Prairie Phase 1 | PARK PAVILLION-MONOSLOPE SHELTER 26' X 30' MASTER PLAN

","MASTER PLAN FOR LARGE PAVILLION- LOT/SITE SPECIFIC PERMITS ARE REQUIRED PRIOR TO CONSTRUCTION. PROVIDE DOCUMENTATION TO INSPECTOR FOR SPECIAL INSPECTIONS FOR WELDS, BOLTS. ","2019/05/14 15:10:00+00","14000.00",0,NA,NA,"","{BB1B531A-9551-4FC7-9707-294CC399B27E}"
3203821.65318164,1658860.81593297,475137088,1362433,NA,"2019/04/18 12:05:25+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","Summit Elementary - DFPC Form 4070 - renovations to library and adjacent classrooms.","*** Stamped Plans Included with Permit ***
*** NOTE: NOT A PERMIT, NO FEE -STATE DOING REVIEW AND PERMITTING, FILLING OUT DFPC FORM 4070. (Per Mike Dean) ***","","294962",80899,3203821.65318164,1658860.81593297,"18201 E QUINCY AVE ","{C5FF9475-AF3D-4421-B9CD-FF03224D741B}"
3205130.94190164,1660035.74206081,475137091,1362451,NA,"2019/04/18 12:55:22+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","Horizon Community Middle School - DFPC Form 4070 - renovation of office/classroom suite.","*** Stamped Plans Included with Permit ***
*** NOTE: NOT A PERMIT, NO FEE -STATE DOING REVIEW AND PERMITTING, FILLING OUT DFPC FORM 4070. (Per Mike Dean) ***","","512893",78487,3205130.94190164,1660035.74206081,"3981 S RESERVOIR RD ","{A5A5136A-5F9F-434D-A17E-28FB9B09E2FB}"
3206665.57629955,1667603.69969389,475137092,1362454,NA,"2019/04/18 13:01:15+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","Arrowhead Elementary School - DFPC form 4070 - renovation of the library and adjacent classrooms.","*** Stamped Plans Included with Permit ***
*** NOTE: NOT A PERMIT, NO FEE -STATE DOING REVIEW AND PERMITTING, FILLING OUT DFPC FORM 4070. (Per Mike Dean) ***","","337000",65998,3206665.57629955,1667603.69969389,"19100 E BATES AVE ","{5A74BDBF-5608-4308-971B-A9CD59889CCD}"
3199627.96898372,1688862.37732081,475137256,1362977,NA,"2019/04/22 11:35:01+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | Pickens Tech College DFPC FORM 4070 Boiler Replacement ","NOT A PERMIT, NO FEE-STATE DOING REVIEW AND PERMITTING, FILLING OUT DFPC FORM 4070","","1",183041,3199627.96898372,1688862.37732081,"500 N AIRPORT BLVD B","{697D1C1F-A0C7-4D7A-A312-644632603FED}"
3198788.22886531,1676212.25235865,475137264,1362995,NA,"2019/04/22 11:55:51+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | Iowa Elementary- DFPC form 4070-Boiler Replacement |","*** NOT A PERMIT, NO FEE-STATE DOING REVIEW AND PERMITTING, FILLINT OUT DFPC FORM 4070***","","1",46426,3198788.22886531,1676212.25235865,"16701 E IOWA AVE ","{51A53064-AC1C-43B8-9FDB-36BDB4E0FB29}"
